,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,property_type
876,Balvanera,3.0,2.0,2.0,84.0,77.0,170000.0,Departamento
877,Caballito,3.0,2.0,2.0,95.0,87.0,207000.0,Departamento
878,Caballito,3.0,2.0,1.0,80.0,70.0,188000.0,Departamento
879,Caballito,3.0,2.0,1.0,68.0,64.0,210000.0,Departamento
880,Caballito,3.0,2.0,1.0,66.0,56.0,158500.0,Departamento
881,Caballito,3.0,2.0,2.0,79.0,76.0,228000.0,Departamento
882,Caballito,3.0,2.0,1.0,66.0,56.0,158250.0,Departamento
884,Chacarita,3.0,2.0,2.0,75.0,64.0,249000.0,Departamento
885,Chacarita,3.0,2.0,1.0,64.0,57.0,160000.0,Departamento
886,Monserrat,3.0,2.0,1.0,77.0,77.0,169000.0,Departamento
888,Colegiales,3.0,2.0,1.0,84.0,77.0,245000.0,Departamento
889,Colegiales,3.0,2.0,2.0,140.0,80.0,275000.0,Departamento
895,Barrio Norte,3.0,2.0,2.0,82.0,65.0,345000.0,Departamento
896,Las Cañitas,3.0,2.0,3.0,75.0,75.0,359000.0,Departamento
905,San Nicolás,3.0,2.0,2.0,68.0,68.0,179000.0,Departamento
906,Villa Crespo,3.0,2.0,1.0,73.0,70.0,209000.0,Departamento
907,Villa Crespo,3.0,2.0,1.0,60.0,55.0,169000.0,Departamento
908,Villa Crespo,3.0,2.0,1.0,62.0,54.0,145000.0,Departamento
910,Villa Crespo,3.0,2.0,1.0,58.0,53.0,158000.0,Departamento
911,Villa Crespo,3.0,2.0,1.0,65.0,57.0,139900.0,Departamento
915,Villa Urquiza,3.0,2.0,2.0,74.0,64.0,230000.0,Departamento
916,Villa Urquiza,3.0,2.0,1.0,51.0,51.0,138000.0,Departamento
917,Villa Urquiza,3.0,2.0,1.0,65.0,45.0,129000.0,Departamento
918,Villa Urquiza,3.0,2.0,1.0,128.0,58.0,258000.0,Departamento
930,Recoleta,4.0,3.0,1.0,120.0,120.0,345000.0,PH
931,Balvanera,4.0,3.0,2.0,125.0,125.0,223000.0,PH
932,San Telmo,4.0,3.0,1.0,86.0,75.0,125000.0,PH
937,Villa Urquiza,4.0,3.0,1.0,60.0,60.0,275000.0,PH
941,Villa Pueyrredón,4.0,3.0,2.0,142.0,119.0,235000.0,PH
977,Once,4.0,3.0,1.0,114.0,110.0,185000.0,Departamento
980,Flores,4.0,3.0,2.0,86.0,86.0,133900.0,Departamento
981,Flores,4.0,3.0,2.0,90.0,82.0,179000.0,Departamento
982,Almagro,4.0,3.0,2.0,107.0,95.0,180000.0,Departamento
983,Almagro,4.0,3.0,3.0,102.0,94.0,287000.0,Departamento
984,Almagro,4.0,3.0,2.0,78.0,72.0,172500.0,Departamento
985,Almagro,4.0,3.0,2.0,95.0,85.0,285000.0,Departamento
986,Almagro,4.0,3.0,2.0,124.0,124.0,220000.0,Departamento
987,Almagro,4.0,3.0,1.0,100.0,100.0,180000.0,Departamento
988,Almagro,4.0,3.0,1.0,100.0,100.0,180000.0,Departamento
989,Almagro,4.0,3.0,2.0,78.0,70.0,184000.0,Departamento
990,Almagro,4.0,3.0,2.0,101.0,101.0,250000.0,Departamento
991,Almagro,4.0,3.0,2.0,91.0,91.0,260000.0,Departamento
992,Almagro,4.0,3.0,2.0,99.0,95.0,230000.0,Departamento
993,Liniers,4.0,3.0,2.0,99.0,88.0,245000.0,Departamento
994,Palermo,4.0,3.0,2.0,103.0,92.0,330000.0,Departamento
998,Palermo,4.0,3.0,2.0,113.0,101.0,425000.0,Departamento
1001,Palermo,4.0,3.0,1.0,72.0,64.0,232000.0,Departamento
1002,Palermo,4.0,3.0,1.0,78.0,75.0,215000.0,Departamento
1004,Belgrano,4.0,3.0,2.0,151.0,126.0,380000.0,Departamento
1005,Belgrano,4.0,3.0,2.0,80.0,71.0,280000.0,Departamento
1006,Belgrano,4.0,3.0,2.0,132.0,126.0,330000.0,Departamento
1008,Belgrano,4.0,3.0,2.0,106.0,97.0,390000.0,Departamento
1009,Belgrano,4.0,3.0,3.0,130.0,122.0,360000.0,Departamento
1010,Belgrano,4.0,3.0,2.0,86.0,77.0,325000.0,Departamento
1011,Belgrano,4.0,3.0,3.0,135.0,120.0,350000.0,Departamento
1012,Belgrano,4.0,3.0,3.0,108.0,98.0,310000.0,Departamento
1015,Floresta,4.0,3.0,2.0,122.0,122.0,250000.0,Departamento
1017,Recoleta,4.0,3.0,2.0,77.0,74.0,287000.0,Departamento
1018,Recoleta,4.0,3.0,2.0,113.0,101.0,425000.0,Departamento
1019,Recoleta,4.0,3.0,2.0,120.0,115.0,350000.0,Departamento
1020,Recoleta,4.0,3.0,2.0,109.0,100.0,330000.0,Departamento
1022,Recoleta,4.0,3.0,1.0,121.0,112.0,330000.0,Departamento
1023,Balvanera,4.0,3.0,2.0,88.0,85.0,145000.0,Departamento
1024,Caballito,4.0,3.0,3.0,193.0,164.0,455000.0,Departamento
1025,Caballito,4.0,3.0,2.0,139.0,130.0,299900.0,Departamento
1026,Caballito,4.0,3.0,3.0,122.0,107.0,310000.0,Departamento
1027,Caballito,4.0,3.0,2.0,107.0,95.0,180000.0,Departamento
1028,Caballito,4.0,3.0,4.0,140.0,120.0,430000.0,Departamento
1029,Caballito,4.0,3.0,2.0,132.0,115.0,488000.0,Departamento
1030,Monserrat,4.0,3.0,1.0,101.0,93.0,189000.0,Departamento
1033,Villa Luro,4.0,3.0,1.0,76.0,73.0,163000.0,Departamento
1034,Barrio Norte,4.0,3.0,2.0,141.0,141.0,445000.0,Departamento
1035,Barrio Norte,4.0,3.0,1.0,118.0,118.0,450000.0,Departamento
1037,Villa Crespo,4.0,3.0,1.0,100.0,100.0,180000.0,Departamento
1038,Villa Crespo,4.0,3.0,3.0,106.0,97.0,215000.0,Departamento
1039,Villa Devoto,4.0,3.0,3.0,106.0,96.0,269000.0,Departamento
1042,Constitución,4.0,2.0,2.0,70.0,70.0,125000.0,Departamento
1047,Parque Centenario,4.0,3.0,1.0,100.0,100.0,180000.0,Departamento
1048,Parque Centenario,4.0,3.0,2.0,107.0,95.0,180000.0,Departamento
1049,Parque Centenario,4.0,3.0,3.0,101.0,101.0,250000.0,Departamento
1050,Parque Centenario,4.0,3.0,2.0,116.0,106.0,250000.0,Departamento
1051,Parque Centenario,4.0,3.0,2.0,84.0,84.0,225000.0,Departamento
1052,Parque Centenario,4.0,3.0,3.0,102.0,94.0,287000.0,Departamento
1053,Boedo,5.0,4.0,2.0,130.0,130.0,350000.0,PH
1054,Almagro,5.0,4.0,2.0,190.0,132.0,199000.0,PH
1055,Palermo,5.0,4.0,2.0,198.0,161.0,494000.0,PH
1058,Balvanera,5.0,4.0,2.0,130.0,130.0,350000.0,PH
1060,Villa Crespo,5.0,4.0,2.0,149.0,149.0,270000.0,PH
1061,Villa Santa Rita,5.0,4.0,1.0,110.0,80.0,150000.0,PH
1084,Belgrano,5.0,4.0,3.0,175.0,133.0,450000.0,Departamento
1089,Recoleta,5.0,2.0,3.0,142.0,134.0,390000.0,Departamento
1090,Monserrat,5.0,3.0,1.0,103.0,100.0,160000.0,Departamento
1095,Almagro,6.0,5.0,2.0,160.0,160.0,265000.0,PH
1096,Balvanera,6.0,6.0,1.0,73.0,73.0,135000.0,PH
1113,Palermo,6.0,4.0,3.0,123.0,114.0,340000.0,Departamento
1115,Villa Devoto,7.0,5.0,2.0,195.0,123.0,239000.0,PH
1126,Almagro,3.0,2.0,1.0,70.0,70.0,159500.0,PH
1127,Palermo,4.0,3.0,1.0,100.0,100.0,400000.0,PH
1128,Palermo,3.0,2.0,1.0,65.0,57.0,145000.0,PH
1129,Palermo,4.0,3.0,1.0,77.0,77.0,239000.0,PH
1130,Palermo,4.0,3.0,1.0,120.0,120.0,330000.0,PH
1131,Palermo,4.0,3.0,2.0,95.0,95.0,259000.0,PH
1132,Recoleta,3.0,2.0,1.0,78.0,62.0,149000.0,PH
1133,Chacarita,3.0,2.0,1.0,125.0,125.0,260000.0,PH
1134,Agronomía,3.0,2.0,2.0,136.0,70.0,165000.0,PH
1137,Villa Crespo,3.0,2.0,1.0,70.0,70.0,159500.0,PH
1138,Villa Crespo,2.0,1.0,1.0,70.0,70.0,159500.0,PH
1139,Villa Crespo,5.0,4.0,2.0,164.0,164.0,134000.0,PH
1140,San Cristobal,3.0,2.0,1.0,81.0,54.0,159000.0,PH
1141,Villa Urquiza,4.0,3.0,2.0,158.0,140.0,274900.0,PH
1143,Parque Chacabuco,5.0,4.0,2.0,136.0,76.0,225000.0,PH
1144,Parque Avellaneda,3.0,2.0,1.0,164.0,160.0,230000.0,PH
1145,Parque Centenario,3.0,2.0,1.0,55.0,55.0,168000.0,PH
1146,Parque Centenario,3.0,2.0,1.0,70.0,70.0,159500.0,PH
1170,Villa Crespo,4.0,3.0,2.0,180.0,160.0,325000.0,Casa
1181,Once,3.0,2.0,1.0,81.0,75.0,169000.0,Departamento
1182,Once,3.0,2.0,1.0,63.0,60.0,195000.0,Departamento
1183,Once,4.0,3.0,1.0,56.0,54.0,140000.0,Departamento
1198,Abasto,4.0,3.0,2.0,114.0,107.0,270000.0,Departamento
1200,Flores,3.0,2.0,1.0,56.0,56.0,115000.0,Departamento
1202,Retiro,3.0,2.0,1.0,95.0,95.0,189000.0,Departamento
1203,Almagro,4.0,3.0,1.0,130.0,122.0,270000.0,Departamento
1206,Almagro,2.0,1.0,1.0,47.0,43.0,120000.0,Departamento
1207,Almagro,3.0,2.0,1.0,74.0,70.0,166600.0,Departamento
1208,Almagro,3.0,2.0,2.0,78.0,70.0,184000.0,Departamento
1209,Almagro,3.0,2.0,1.0,63.0,60.0,195000.0,Departamento
1210,Almagro,3.0,2.0,1.0,52.0,52.0,130000.0,Departamento
1211,Palermo,3.0,2.0,1.0,93.0,65.0,280000.0,Departamento
1212,Palermo,2.0,1.0,1.0,50.0,47.0,142000.0,Departamento
1213,Palermo,3.0,2.0,1.0,65.0,65.0,129000.0,Departamento
1215,Palermo,2.0,1.0,1.0,52.0,48.0,188000.0,Departamento
1216,Palermo,4.0,3.0,3.0,116.0,110.0,365000.0,Departamento
1217,Palermo,2.0,1.0,1.0,52.0,46.0,159000.0,Departamento
1221,Palermo,2.0,1.0,1.0,50.0,47.0,142000.0,Departamento
1223,Palermo,2.0,1.0,1.0,48.0,43.0,184750.0,Departamento
1226,Palermo,4.0,3.0,3.0,168.0,142.0,384500.0,Departamento
1227,Palermo,5.0,4.0,2.0,131.0,127.0,375000.0,Departamento
1228,Palermo,2.0,1.0,1.0,62.0,44.0,196500.0,Departamento
1237,Recoleta,3.0,2.0,1.0,99.0,99.0,320000.0,Departamento
1239,Recoleta,3.0,2.0,1.0,83.0,74.0,200000.0,Departamento
1240,Saavedra,3.0,2.0,1.0,61.0,52.0,140000.0,Departamento
1241,Balvanera,3.0,2.0,1.0,63.0,63.0,117000.0,Departamento
1242,Balvanera,3.0,2.0,1.0,63.0,60.0,195000.0,Departamento
1243,Caballito,4.0,3.0,2.0,79.0,72.0,190000.0,Departamento
1244,Caballito,4.0,3.0,4.0,134.0,118.0,265000.0,Departamento
1245,Caballito,4.0,3.0,2.0,120.0,115.0,350000.0,Departamento
1246,Colegiales,2.0,1.0,1.0,58.0,50.0,145300.0,Departamento
1247,Colegiales,2.0,1.0,1.0,58.0,50.0,150300.0,Departamento
1250,Tribunales,4.0,3.0,2.0,95.0,85.0,194900.0,Departamento
1251,Barrio Norte,4.0,3.0,2.0,103.0,98.0,250000.0,Departamento
1252,Barrio Norte,3.0,2.0,1.0,70.0,63.0,175000.0,Departamento
1253,Barrio Norte,3.0,2.0,1.0,78.0,62.0,149000.0,Departamento
1254,Barrio Norte,3.0,2.0,1.0,83.0,74.0,200000.0,Departamento
1256,Villa Crespo,3.0,2.0,1.0,72.0,70.0,179900.0,Departamento
1258,Villa Crespo,3.0,2.0,1.0,64.0,56.0,155000.0,Departamento
1260,Villa Crespo,4.0,3.0,1.0,85.0,80.0,200000.0,Departamento
1261,Villa Crespo,4.0,3.0,1.0,165.0,154.0,230000.0,Departamento
1263,Villa Crespo,3.0,2.0,1.0,61.0,57.0,143500.0,Departamento
1265,Villa Crespo,3.0,2.0,1.0,84.0,79.0,190000.0,Departamento
1266,Villa Crespo,4.0,3.0,2.0,84.0,76.0,199000.0,Departamento
1269,San Cristobal,2.0,1.0,1.0,60.0,45.0,115000.0,Departamento
1272,Villa Urquiza,4.0,3.0,2.0,128.0,114.0,399000.0,Departamento
1276,Parque Chacabuco,2.0,1.0,1.0,59.0,57.0,168000.0,Departamento
1279,Parque Centenario,3.0,2.0,1.0,73.0,68.0,205000.0,Departamento
1280,Parque Centenario,4.0,3.0,4.0,164.0,155.0,370000.0,Departamento
1281,Parque Centenario,3.0,2.0,1.0,61.0,57.0,143500.0,Departamento
1286,Almagro,2.0,1.0,1.0,97.0,64.0,173500.0,PH
1289,Villa Urquiza,2.0,1.0,1.0,46.0,40.0,137000.0,PH
1291,Boedo,2.0,1.0,1.0,47.0,44.0,120000.0,Departamento
1298,Flores,2.0,1.0,1.0,51.0,46.0,122500.0,Departamento
1301,Flores,2.0,1.0,1.0,51.0,35.0,118000.0,Departamento
1302,Nuñez,2.0,1.0,1.0,67.0,47.0,175000.0,Departamento
1307,Almagro,2.0,1.0,1.0,63.0,47.0,205000.0,Departamento
1310,Liniers,2.0,1.0,1.0,90.0,45.0,130000.0,Departamento
1311,Palermo,2.0,1.0,1.0,63.0,47.0,205000.0,Departamento
1312,Palermo,2.0,1.0,1.0,53.0,50.0,229000.0,Departamento
1314,Palermo,2.0,1.0,1.0,78.0,48.0,218400.0,Departamento
1316,Palermo,2.0,1.0,1.0,57.0,47.0,159600.0,Departamento
1317,Palermo,2.0,1.0,1.0,47.0,44.0,299900.0,Departamento
1318,Belgrano,2.0,1.0,1.0,64.0,58.0,400000.0,Departamento
1330,Saavedra,2.0,1.0,1.0,50.0,43.0,115000.0,Departamento
1332,Caballito,2.0,1.0,1.0,52.0,50.0,142000.0,Departamento
1334,Caballito,2.0,1.0,1.0,48.0,39.0,145000.0,Departamento
1335,Caballito,2.0,1.0,1.0,57.0,50.0,155000.0,Departamento
1337,Caballito,2.0,1.0,1.0,60.0,49.0,160000.0,Departamento
1338,Caballito,2.0,1.0,1.0,66.0,54.0,185000.0,Departamento
1339,Caballito,2.0,1.0,1.0,47.0,43.0,169000.0,Departamento
1350,Parque Chas,2.0,1.0,1.0,58.0,39.0,145000.0,Departamento
1353,Villa Crespo,2.0,1.0,1.0,63.0,47.0,205000.0,Departamento
1360,Puerto Madero,2.0,1.0,1.0,85.0,73.0,380000.0,Departamento
1361,San Cristobal,2.0,1.0,1.0,48.0,45.0,125000.0,Departamento
1365,Villa Urquiza,2.0,1.0,1.0,70.0,52.0,129000.0,Departamento
1366,Villa Urquiza,2.0,1.0,1.0,58.0,51.0,145000.0,Departamento
1367,Villa Urquiza,2.0,1.0,1.0,56.0,45.0,127000.0,Departamento
1368,Villa Urquiza,2.0,1.0,1.0,62.0,39.0,129000.0,Departamento
1373,Velez Sarsfield,2.0,1.0,1.0,50.0,44.0,129000.0,Departamento
1377,Villa Pueyrredón,1.0,1.0,1.0,53.0,49.0,119000.0,Departamento
1379,Boedo,3.0,2.0,1.0,81.0,81.0,135000.0,PH
1380,Flores,3.0,2.0,1.0,112.0,86.0,132000.0,PH
1383,Almagro,3.0,2.0,1.0,83.0,67.0,164800.0,PH
1384,Liniers,3.0,2.0,1.0,71.0,65.0,115000.0,PH
1385,Caballito,3.0,2.0,1.0,90.0,70.0,205000.0,PH
1386,Mataderos,3.0,2.0,1.0,111.0,61.0,149000.0,PH
1389,Barrio Norte,3.0,2.0,1.0,62.0,52.0,144900.0,PH
1390,Villa Crespo,3.0,2.0,1.0,100.0,80.0,160000.0,PH
1391,Villa Crespo,3.0,2.0,2.0,78.0,78.0,156000.0,PH
1392,Villa Devoto,3.0,2.0,1.0,62.0,50.0,135000.0,PH
1393,Villa Devoto,3.0,2.0,1.0,58.0,55.0,155000.0,PH
1394,Villa Ortuzar,3.0,2.0,1.0,58.0,52.0,150000.0,PH
1396,Parque Chacabuco,3.0,2.0,1.0,99.0,63.0,160000.0,PH
1397,Villa del Parque,3.0,2.0,1.0,70.0,68.0,130000.0,PH
1399,Villa Pueyrredón,3.0,2.0,1.0,138.0,70.0,198900.0,PH
1418,Boedo,3.0,2.0,1.0,58.0,55.0,210000.0,Departamento
1419,Boedo,3.0,2.0,1.0,81.0,81.0,135000.0,Departamento
1420,Boedo,3.0,2.0,1.0,55.0,50.0,133000.0,Departamento
1423,Nuñez,3.0,2.0,2.0,78.0,70.0,194700.0,Departamento
1425,Almagro,3.0,2.0,1.0,69.0,63.0,168000.0,Departamento
1426,Almagro,3.0,2.0,1.0,62.0,46.0,148000.0,Departamento
1429,Almagro,3.0,2.0,1.0,80.0,65.0,160000.0,Departamento
1430,Palermo,3.0,2.0,1.0,70.0,63.0,200000.0,Departamento
1431,Palermo,3.0,2.0,1.0,65.0,60.0,178000.0,Departamento
1432,Palermo,3.0,2.0,1.0,65.0,65.0,191000.0,Departamento
1433,Palermo,3.0,2.0,1.0,97.0,87.0,288000.0,Departamento
1434,Palermo,3.0,2.0,1.0,58.0,54.0,155000.0,Departamento
1436,Belgrano,3.0,2.0,1.0,70.0,67.0,270000.0,Departamento
1437,Belgrano,3.0,2.0,1.0,63.0,56.0,175000.0,Departamento
1439,Congreso,3.0,2.0,1.0,53.0,50.0,135000.0,Departamento
1441,Recoleta,3.0,2.0,1.0,113.0,113.0,380000.0,Departamento
1442,Recoleta,3.0,2.0,1.0,100.0,100.0,298000.0,Departamento
1444,Balvanera,3.0,2.0,2.0,60.0,56.0,159000.0,Departamento
1445,Balvanera,3.0,2.0,1.0,70.0,66.0,129000.0,Departamento
1446,Balvanera,3.0,2.0,1.0,53.0,50.0,135000.0,Departamento
1447,Caballito,3.0,2.0,1.0,76.0,73.0,210000.0,Departamento
1449,Caballito,3.0,2.0,2.0,81.0,74.0,320000.0,Departamento
1450,Caballito,3.0,2.0,1.0,67.0,64.0,220000.0,Departamento
1452,Monserrat,3.0,2.0,1.0,84.0,68.0,119000.0,Departamento
1453,Colegiales,3.0,2.0,2.0,140.0,80.0,269500.0,Departamento
1454,Colegiales,3.0,2.0,2.0,54.0,52.0,195000.0,Departamento
1455,Colegiales,3.0,2.0,2.0,54.0,52.0,215000.0,Departamento
1456,Barrio Norte,3.0,2.0,1.0,78.0,75.0,199000.0,Departamento
1457,Barrio Norte,3.0,2.0,1.0,62.0,52.0,144900.0,Departamento
1458,Villa Crespo,3.0,2.0,1.0,63.0,60.0,151000.0,Departamento
1459,Villa Crespo,3.0,2.0,1.0,79.0,76.0,170000.0,Departamento
1460,Villa Crespo,3.0,2.0,1.0,59.0,54.0,149000.0,Departamento
1461,Villa Crespo,3.0,2.0,2.0,87.0,77.0,173000.0,Departamento
1462,Villa Devoto,3.0,2.0,1.0,116.0,64.0,190000.0,Departamento
1464,San Cristobal,3.0,2.0,1.0,62.0,52.0,123000.0,Departamento
1465,San Cristobal,3.0,2.0,1.0,103.0,60.0,154000.0,Departamento
1466,San Cristobal,3.0,2.0,1.0,59.0,55.0,132000.0,Departamento
1467,Villa Urquiza,3.0,2.0,1.0,70.0,65.0,300000.0,Departamento
1468,Villa Urquiza,3.0,2.0,2.0,120.0,70.0,359000.0,Departamento
1469,Villa Urquiza,3.0,2.0,3.0,90.0,90.0,350000.0,Departamento
1476,Parque Patricios,3.0,2.0,1.0,60.0,54.0,135000.0,Departamento
1478,Villa Pueyrredón,3.0,2.0,1.0,64.0,55.0,139000.0,Departamento
1483,Almagro,4.0,3.0,1.0,70.0,70.0,195000.0,PH
1484,Almagro,4.0,3.0,1.0,124.0,124.0,219000.0,PH
1486,Palermo,4.0,3.0,2.0,130.0,100.0,265000.0,PH
1489,Palermo,4.0,3.0,1.0,120.0,120.0,345000.0,PH
1490,Paternal,5.0,3.0,1.0,203.0,152.0,243000.0,PH
1491,Balvanera,4.0,3.0,1.0,202.0,95.0,180000.0,PH
1493,Chacarita,4.0,3.0,1.0,63.0,63.0,126000.0,PH
1496,Colegiales,4.0,3.0,2.0,122.0,74.0,280000.0,PH
1500,Villa del Parque,4.0,3.0,1.0,170.0,98.0,220000.0,PH
1517,Villa Devoto,4.0,3.0,1.0,199.0,125.0,290000.0,Casa
1527,Flores,5.0,3.0,3.0,128.0,112.0,350000.0,Departamento
1528,Flores,4.0,3.0,2.0,128.0,128.0,250000.0,Departamento
1532,Almagro,4.0,3.0,1.0,56.0,54.0,144000.0,Departamento
1533,Almagro,4.0,3.0,2.0,97.0,89.0,290000.0,Departamento
1534,Almagro,4.0,3.0,1.0,89.0,79.0,189000.0,Departamento
1536,Palermo,4.0,3.0,1.0,102.0,95.0,279000.0,Departamento
1539,Belgrano,4.0,3.0,3.0,97.0,90.0,349000.0,Departamento
1540,Recoleta,4.0,3.0,2.0,114.0,107.0,280000.0,Departamento
1541,Recoleta,4.0,3.0,2.0,147.0,147.0,330000.0,Departamento
1542,Recoleta,4.0,3.0,2.0,145.0,125.0,495000.0,Departamento
1543,Caballito,4.0,3.0,2.0,130.0,116.0,395000.0,Departamento
1544,Caballito,4.0,3.0,1.0,93.0,86.0,198000.0,Departamento
1545,Caballito,5.0,3.0,2.0,163.0,147.0,340000.0,Departamento
1546,Caballito,4.0,3.0,1.0,129.0,129.0,345000.0,Departamento
1550,Villa Crespo,4.0,3.0,1.0,80.0,70.0,185000.0,Departamento
1551,San Cristobal,4.0,3.0,1.0,92.0,79.0,168000.0,Departamento
1552,Villa Urquiza,4.0,3.0,1.0,75.0,70.0,259000.0,Departamento
1556,Caballito,4.0,4.0,2.0,63.0,57.0,145000.0,PH
1574,Flores,4.0,4.0,3.0,101.0,92.0,169000.0,Departamento
1575,Almagro,5.0,4.0,2.0,104.0,97.0,267000.0,Departamento
1578,Colegiales,5.0,4.0,1.0,128.0,120.0,249999.0,Departamento
1600,Villa Santa Rita,2.0,1.0,1.0,50.0,40.0,125000.0,PH
1611,Boedo,2.0,1.0,1.0,55.0,55.0,132000.0,Departamento
1629,Almagro,2.0,1.0,1.0,65.0,48.0,167500.0,Departamento
1630,Almagro,2.0,1.0,2.0,50.0,45.0,159000.0,Departamento
1633,Palermo,2.0,1.0,2.0,80.0,75.0,295000.0,Departamento
1635,Palermo,2.0,1.0,1.0,55.0,51.0,225000.0,Departamento
1638,Palermo,2.0,1.0,1.0,83.0,43.0,170000.0,Departamento
1640,Palermo,2.0,1.0,1.0,68.0,59.0,188200.0,Departamento
1650,Belgrano,2.0,1.0,1.0,49.0,43.0,206500.0,Departamento
1652,Belgrano,2.0,1.0,1.0,48.0,42.0,149000.0,Departamento
1664,Caballito,2.0,1.0,1.0,58.0,55.0,245000.0,Departamento
1668,Caballito,2.0,1.0,1.0,61.0,53.0,210000.0,Departamento
1670,Caballito,2.0,1.0,1.0,47.0,45.0,145000.0,Departamento
1672,Chacarita,2.0,1.0,1.0,48.0,44.0,120000.0,Departamento
1676,Colegiales,2.0,1.0,1.0,73.0,73.0,226000.0,Departamento
1683,Barrio Norte,2.0,1.0,1.0,50.0,44.0,170000.0,Departamento
1684,Barrio Norte,2.0,1.0,1.0,105.0,82.0,300000.0,Departamento
1686,Villa Crespo,2.0,1.0,1.0,50.0,47.0,150000.0,Departamento
1688,Villa Crespo,2.0,1.0,1.0,56.0,42.0,142000.0,Departamento
1690,Villa Crespo,2.0,1.0,1.0,54.0,42.0,115000.0,Departamento
1699,Villa Urquiza,2.0,1.0,1.0,46.0,41.0,129000.0,Departamento
1701,Villa Urquiza,2.0,1.0,1.0,64.0,55.0,152000.0,Departamento
1713,Villa del Parque,2.0,1.0,1.0,52.0,46.0,155000.0,Departamento
1714,Villa del Parque,1.0,1.0,1.0,50.0,50.0,120000.0,Departamento
1719,Boedo,3.0,2.0,1.0,81.0,81.0,142000.0,PH
1723,Nuñez,3.0,2.0,2.0,90.0,77.0,175000.0,PH
1724,Almagro,3.0,2.0,2.0,82.0,69.0,212000.0,PH
1725,Palermo,3.0,2.0,1.0,110.0,92.0,327000.0,PH
1726,Palermo,3.0,2.0,1.0,113.0,113.0,255000.0,PH
1727,Paternal,3.0,2.0,1.0,65.0,58.0,120000.0,PH
1728,Saavedra,3.0,2.0,1.0,86.0,55.0,164000.0,PH
1729,Colegiales,3.0,2.0,1.0,93.0,63.0,164000.0,PH
1733,Villa Real,4.0,2.0,1.0,187.0,83.0,199000.0,PH
1734,Parque Chas,3.0,2.0,1.0,99.0,65.0,168000.0,PH
1735,Villa Urquiza,3.0,2.0,1.0,51.0,51.0,153000.0,PH
1740,Villa del Parque,3.0,2.0,1.0,182.0,77.0,195000.0,PH
1741,Villa del Parque,3.0,2.0,2.0,136.0,36.0,329000.0,PH
1761,Villa Pueyrredón,3.0,2.0,1.0,108.0,90.0,235000.0,Casa
1771,Flores,3.0,2.0,1.0,65.0,52.0,123000.0,Departamento
1773,Flores,3.0,2.0,1.0,66.0,61.0,155000.0,Departamento
1775,Nuñez,3.0,2.0,1.0,75.0,75.0,220000.0,Departamento
1776,Nuñez,3.0,2.0,1.0,58.0,55.0,139000.0,Departamento
1777,Nuñez,3.0,2.0,2.0,106.0,95.0,350000.0,Departamento
1778,Nuñez,3.0,2.0,2.0,104.0,93.0,348000.0,Departamento
1779,Almagro,3.0,2.0,1.0,68.0,65.0,162000.0,Departamento
1780,Almagro,3.0,2.0,1.0,110.0,110.0,185000.0,Departamento
1781,Almagro,3.0,2.0,1.0,75.0,68.0,215000.0,Departamento
1782,Almagro,3.0,2.0,1.0,82.0,82.0,249000.0,Departamento
1783,Almagro,3.0,2.0,1.0,55.0,49.0,143000.0,Departamento
1784,Coghlan,3.0,2.0,1.0,59.0,59.0,138000.0,Departamento
1786,Palermo,3.0,2.0,1.0,128.0,75.0,273734.0,Departamento
1787,Palermo,3.0,2.0,2.0,100.0,90.0,360000.0,Departamento
1788,Palermo,3.0,2.0,1.0,51.0,45.0,175000.0,Departamento
1789,Palermo,3.0,2.0,1.0,55.0,54.0,175000.0,Departamento
1790,Palermo,3.0,2.0,2.0,100.0,68.0,240000.0,Departamento
1791,Palermo,3.0,2.0,1.0,80.0,80.0,189000.0,Departamento
1795,Belgrano,3.0,2.0,2.0,95.0,87.0,329500.0,Departamento
1796,Congreso,3.0,2.0,2.0,84.0,77.0,170000.0,Departamento
1797,Congreso,3.0,2.0,2.0,84.0,77.0,170000.0,Departamento
1798,Congreso,3.0,2.0,2.0,108.0,96.0,260000.0,Departamento
1807,Recoleta,3.0,2.0,2.0,108.0,101.0,294000.0,Departamento
1809,Balvanera,3.0,2.0,1.0,66.0,66.0,149000.0,Departamento
1810,Caballito,3.0,2.0,1.0,57.0,50.0,129000.0,Departamento
1811,Caballito,3.0,2.0,2.0,133.0,77.0,378000.0,Departamento
1812,Caballito,3.0,2.0,1.0,56.0,52.0,167000.0,Departamento
1813,Caballito,3.0,2.0,2.0,63.0,56.0,165000.0,Departamento
1814,Caballito,3.0,2.0,1.0,94.0,75.0,199000.0,Departamento
1815,Caballito,3.0,2.0,1.0,95.0,71.0,179900.0,Departamento
1816,Caballito,3.0,2.0,2.0,78.0,72.0,258000.0,Departamento
1819,Versalles,3.0,2.0,1.0,53.0,53.0,120000.0,Departamento
1820,Agronomía,3.0,2.0,1.0,116.0,64.0,249000.0,Departamento
1823,Colegiales,3.0,2.0,1.0,76.0,70.0,140000.0,Departamento
1830,Barrio Norte,3.0,2.0,1.0,81.0,81.0,129900.0,Departamento
1831,Barrio Norte,3.0,2.0,1.0,102.0,69.0,210000.0,Departamento
1836,Villa Crespo,3.0,2.0,1.0,70.0,60.0,220000.0,Departamento
